1	44.5
10	55.0
100	6.5
1000	14.0
10000	8.0
10001	27.0
10002	289.0
10003	65.0
10004	61.5
10005	8.5
10006	12.0
10007	63.0
10008	204.0
10009	60.0
1001	54.0
10010	7.5
10011	66.0
10012	903.0
10013	236.0
10014	109.5
10015	50.0
10016	6.0
10017	197.0
10018	309.0
10019	129.0
1002	277.0
10020	521.0
10021	89.0
10022	11.0
10023	618.5
10024	189.0
10025	117.0
10026	40.0
10027	23.0
10028	55.0
10029	7.0
1003	177.0
10030	246.0
10031	14.0
10032	4.5
10033	42.0
10034	56.0
10035	109.0
10036	24.0
10037	142.0
10038	410.5
10039	24.0
1004	25.0
10040	42.5
10041	10.0
10042	166.5
10043	798.0
10044	30.0
10045	118.5
10046	271.5
10047	11.0
10048	115.5
10049	419.0
1005	19.0
10050	726.5
10051	182.5
10052	51.0
10053	175.0
10054	53.0
10055	1314.0
10056	145.0
10057	91.5
10058	3.5
10059	373.5
1006	40.5
10060	48.5
10061	105.0
10062	75.5
10063	28.0
10064	73.0
10065	37.0
10066	89.5
10067	29.0
10068	73.0
10069	64.0
1007	17.0
10070	64.0
10071	45.0
10072	255.0
10073	18.0
10074	51.0
10075	59.0
10076	228.0
10077	26.0
10078	103.0
10079	6.5
1008	16.0
10080	246.5
10081	469.0
10082	1677.0
10083	424.0
10084	5.0
10086	1503.5
10087	80.0
10088	20.0
10089	357.0
1009	70.0
10090	17.0
10091	5.0
10092	83.5
10093	23.0
10094	461.5
10095	14.0
10096	62.0
10097	59.0
10098	16.5
10099	99.0
101	51.0
1010	554.0
10100	38.0
10101	117.0
10102	43.0
10103	22.0
10104	32.5
10105	171.5
10106	27.0
10107	24.5
10108	98.0
10109	20.0
1011	173.0
10110	271.0
10111	98.0
10112	66.0
10113	30.5
10114	71.5
10115	350.5
10116	33.0
10117	6.0
10118	366.0
10119	99.5
1012	453.0
10120	86.5
10121	10.0
10122	21.5
10123	272.0
10124	33.0
10125	63.0
10126	80.0
10127	66.0
10128	738.5
10129	322.0
1013	71.0
10130	40.0
10131	189.0
10132	1930.5
10133	293.5
10134	67.0
10135	425.0
10136	41.5
10137	256.0
10138	15.0
10139	21.0
1014	679.0
10140	15.0
10141	802.0
10142	17.0
10143	249.0
10144	76.0
10145	23.5
10146	28.0
10147	80.5
10148	15.0
10149	28.0
1015	33.5
10150	202.0
10151	80.5
10152	311.0
10153	7.0
10154	99.0
10155	68.0
10156	18.5
10157	38.0
10158	104.5
10159	200.5
1016	57.0
10160	33.0
10161	2.0
10162	214.0
10163	597.0
10164	2.0
10165	306.5
10166	27.5
10167	6.5
10168	418.0
10169	638.5
1017	14.5
10170	371.0
10171	57.0
10172	42.5
10173	35.5
10174	14.0
10175	367.0
10176	219.0
10178	16.0
10179	4.0
1018	163.0
10180	56.0
10181	54.0
10182	22.0
10183	300.0
10184	244.5
10185	56.0
10186	8.0
10187	70.0
10188	174.5
10189	22.0
1019	197.5
10190	148.0
10191	223.0
10192	81.0
10193	134.0
10194	115.0
10195	365.5
10196	15.5
10197	151.5
10198	716.5
10199	73.5
102	41.5
1020	41.0
10200	10.0
10201	106.5
10202	251.0
10203	114.5
10204	27.5
10205	31.5
10206	249.0
10207	73.0
10208	18.0
10209	12.0
1021	19.0
10210	17.0
10211	24.0
10212	349.0
10213	351.5
10214	21.5
10215	332.0
10216	5.0
10217	89.5
10218	148.5
10219	25.0
10220	103.0
10221	446.0
10222	45.0
10223	2003.0
10224	15.0
10225	101.5
10226	314.5
10227	194.0
10228	30.5
1023	270.5
10230	11.0
10231	705.0
10232	13.0
10233	89.0
10234	13.0
10235	311.0
10236	18.0
10237	66.0
10238	73.0
10239	38.0
1024	9.0
10240	106.0
10241	4.0
10242	43.0
10243	12.0
10244	17.5
10245	32.0
10246	117.0
10247	43.0
10248	88.5
10249	49.0
1025	351.0
10250	1541.5
10251	22.0
10252	14.0
10253	484.0
10254	39.0
10255	234.0
10256	16.0
10257	24.0
10258	38.5
10259	54.5
1026	97.0
10260	55.0
10261	57.0
10262	101.0
10263	141.0
10264	14.0
10265	14.0
10266	35.5
10267	80.0
10268	588.0
10269	70.5
1027	4.5
10270	22.0
10271	34.5
10272	49.0
10273	12.0
10274	124.0
10275	97.5
10276	123.5
10277	81.5
10278	49.0
10279	659.0
1028	18.0
10281	16.0
10282	4.5
10283	24.0
10284	31.0
10285	130.0
10286	34.0
10287	12.0
10288	32.5
10289	109.0
1029	85.0
10290	40.0
10291	45.5
10292	315.0
10293	580.5
10294	147.0
10295	292.0
10296	1313.5
10297	7.5
10298	48.0
10299	1.0
103	145.0
1030	93.0
10300	124.5
10301	53.5
10302	35.5
10303	32.0
10304	24.0
10305	72.5
10306	65.0
10307	21.0
10308	61.0
10309	26.0
1031	73.5
10310	10.0
10311	211.5
10312	554.0
10313	35.5
10314	29.0
10315	6.0
10316	643.5
10317	46.5
10318	149.0
10319	4.0
1032	8.0
10320	40.0
10321	149.0
10322	411.0
10323	48.0
10324	16.5
10325	31.0
10326	44.0
10327	25.0
10328	8.5
10329	881.0
1033	22.0
10330	18.0
10331	19.5
10332	531.5
10333	53.0
10334	3.0
10335	173.0
10336	749.5
10337	26.0
10338	297.5
10339	223.0
1034	166.0
10340	43.0
10341	44.0
10342	527.0
10343	42.0
10344	204.0
10345	38.0
10346	591.0
10347	65.5
10348	24.5
10349	136.0
1035	56.0
10350	27.5
10351	14.0
10352	347.5
10353	58.0
10354	87.0
10355	15.0
10356	17.0
10357	619.0
10358	94.0
10359	134.5
1036	20.0
10360	225.0
10361	180.5
10362	234.5
10363	65.0
10364	151.5
10365	66.0
10366	21.0
10367	677.0
10368	181.5
10369	55.0
1037	30.0
10370	241.5
10371	186.0
10372	139.0
10373	85.0
10374	265.5
10375	184.5
10376	22.5
10377	59.0
10378	14.0
10379	56.0
1038	44.0
10380	88.0
10381	56.0
10382	335.0
10383	569.0
10384	24.0
10385	18.5
10386	45.5
10387	31.0
10388	421.0
10389	1707.0
1039	84.0
10390	248.0
10391	85.0
10392	140.0
10393	445.0
10394	462.0
10395	212.5
10396	3.0
10397	133.0
10398	245.0
10399	17.0
104	54.0
1040	203.5
10400	5.0
10401	24.0
10402	44.0
10403	451.0
10404	15.0
10405	81.0
10406	14.0
10407	175.0
10409	35.0
1041	541.0
10410	15.5
10411	27.0
10412	211.0
10413	3.0
10414	189.0
10415	300.5
10416	9.5
10417	36.0
10418	37.0
10419	44.0
1042	11.0
10420	9.5
10421	223.0
10422	23.0
10423	6.0
10424	8.0
10425	867.0
