1	11
10	13
100	2
1000	4
10000	2
10001	6
10002	115
10003	26
10004	16
10005	2
10006	3
10007	17
10008	59
10009	15
1001	13
10010	2
10011	14
10012	260
10013	58
10014	27
10015	12
10016	2
10017	45
10018	100
10019	42
1002	74
10020	135
10021	33
10022	3
10023	165
10024	54
10025	31
10026	11
10027	8
10028	17
10029	2
1003	56
10030	92
10031	4
10032	1
10033	11
10034	14
10035	25
10036	6
10037	40
10038	149
10039	6
1004	7
10040	13
10041	3
10042	49
10043	254
10044	6
10045	31
10046	73
10047	4
10048	31
10049	113
1005	5
10050	279
10051	44
10052	13
10053	41
10054	16
10055	372
10056	35
10057	29
10058	1
10059	82
1006	13
10060	11
10061	32
10062	17
10063	7
10064	21
10065	13
10066	22
10067	8
10068	23
10069	22
1007	4
10070	64
10071	16
10072	86
10073	5
10074	11
10075	16
10076	61
10077	9
10078	32
10079	2
1008	4
10080	69
10081	115
10082	462
10083	108
10084	1
10086	450
10087	20
10088	5
10089	84
1009	20
10090	5
10091	1
10092	25
10093	7
10094	139
10095	4
10096	15
10097	17
10098	5
10099	26
101	16
1010	194
10100	11
10101	30
10102	11
10103	6
10104	12
10105	41
10106	6
10107	15
10108	30
10109	6
1011	54
10110	72
10111	27
10112	22
10113	7
10114	19
10115	87
10116	7
10117	2
10118	110
10119	24
1012	123
10120	26
10121	2
10122	6
10123	66
10124	10
10125	17
10126	26
10127	19
10128	251
10129	97
1013	21
10130	16
10131	51
10132	537
10133	77
10134	18
10135	96
10136	11
10137	78
10138	4
10139	5
1014	210
10140	5
10141	212
10142	4
10143	62
10144	22
10145	8
10146	7
10147	23
10148	4
10149	8
1015	10
10150	51
10151	20
10152	102
10153	14
10154	27
10155	18
10156	6
10157	9
10158	26
10159	51
1016	19
10160	8
10161	1
10162	60
10163	161
10164	1
10165	83
10166	8
10167	3
10168	165
10169	179
1017	7
10170	104
10171	16
10172	12
10173	11
10174	7
10175	90
10176	49
10178	4
10179	1
1018	46
10180	14
10181	16
10182	7
10183	79
10184	67
10185	19
10186	2
10187	14
10188	39
10189	6
1019	55
10190	35
10191	65
10192	30
10193	40
10194	30
10195	87
10196	4
10197	38
10198	183
10199	21
102	14
1020	12
10200	2
10201	26
10202	75
10203	32
10204	9
10205	8
10206	65
10207	20
10208	6
10209	3
1021	6
10210	4
10211	5
10212	97
10213	124
10214	6
10215	181
10216	2
10217	21
10218	38
10219	6
10220	25
10221	134
10222	12
10223	568
10224	4
10225	27
10226	97
10227	54
10228	9
1023	67
10230	3
10231	195
10232	3
10233	21
10234	3
10235	94
10236	4
10237	14
10238	16
10239	9
1024	2
10240	27
10241	1
10242	13
10243	3
10244	5
10245	8
10246	31
10247	11
10248	23
10249	13
1025	102
10250	462
10251	6
10252	6
10253	137
10254	11
10255	55
10256	4
10257	5
10258	9
10259	16
1026	25
10260	16
10261	14
10262	24
10263	36
10264	4
10265	5
10266	12
10267	18
10268	190
10269	18
1027	3
10270	6
10271	8
10272	13
10273	3
10274	32
10275	30
10276	33
10277	20
10278	15
10279	154
1028	5
10281	5
10282	1
10283	8
10284	8
10285	35
10286	11
10287	4
10288	7
10289	35
1029	21
10290	10
10291	14
10292	79
10293	123
10294	35
10295	84
10296	468
10297	3
10298	13
10299	1
103	43
1030	24
10300	34
10301	12
10302	8
10303	13
10304	6
10305	22
10306	16
10307	7
10308	14
10309	7
1031	19
10310	2
10311	57
10312	160
10313	12
10314	7
10315	2
10316	218
10317	13
10318	39
10319	1
1032	2
10320	9
10321	39
10322	123
10323	14
10324	6
10325	10
10326	12
10327	7
10328	2
10329	348
1033	6
10330	5
10331	8
10332	144
10333	16
10334	1
10335	48
10336	188
10337	7
10338	80
10339	56
1034	41
10340	14
10341	16
10342	132
10343	10
10344	55
10345	11
10346	161
10347	16
10348	8
10349	39
1035	16
10350	6
10351	5
10352	96
10353	19
10354	28
10355	5
10356	5
10357	172
10358	28
10359	33
1036	8
10360	62
10361	48
10362	60
10363	19
10364	41
10365	20
10366	6
10367	198
10368	64
10369	13
1037	10
10370	61
10371	38
10372	38
10373	23
10374	75
10375	48
10376	8
10377	18
10378	4
10379	15
1038	12
10380	24
10381	15
10382	93
10383	144
10384	5
10385	5
10386	10
10387	8
10388	112
10389	502
1039	20
10390	57
10391	24
10392	42
10393	141
10394	137
10395	57
10396	6
10397	39
10398	67
10399	5
104	15
1040	48
10400	2
10401	8
10402	14
10403	136
10404	6
10405	23
10406	4
10407	50
10409	10
1041	243
10410	4
10411	10
10412	52
10413	1
10414	59
10415	77
10416	2
10417	11
10418	8
10419	11
1042	3
10420	3
10421	56
10422	5
10423	2
10424	2
10425	290
10426	15
10427	26
10429	125
1043	2
10430	3
10431	14
10432	49
10433	8
10434	136
10435	28
10436	6
10438	8
10439	10
1044	12
10440	267
10441	37
10442	8
10443	8
10444	69
10445	20
10446	5
10447	1
10448	147
10449	123
1045	5
10450	56
10451	3
10452	10
10453	2
10454	140
10455	12
10456	6
10457	21
10458	20
10459	16
1046	10
10460	48
10461	24
10462	20
10463	17
10464	15
10465	3
10466	5
10467	1
10468	21
10469	31
1047	98
10470	1
10471	20
10472	9
10473	16
10474	4
10475	1
10476	12
10477	25
10478	44
10479	9
1048	22
10480	43
10481	37
10482	7
10483	20
10485	300
10486	29
10487	15
10488	4
10489	77
1049	4
10490	4
10491	8
10492	9
10493	2
10494	18
10495	3
10496	8
10497	45
10498	49
10499	48
105	25
1050	8
10500	6
10501	47
10502	13
10503	31
10504	12
10505	1
10506	19
10507	225
10508	25
10509	1
1051	215
10510	24
10511	184
10512	10
10513	8
10514	2
10515	66
10516	46
10517	320
10518	27
10519	3
1052	16
10520	13
10521	30
10522	14
10523	41
10524	28
10525	24
10526	83
10527	11
10528	7
10529	1
1053	86
10530	52
10531	1
10533	5
10534	63
10535	121
10536	60
10538	8
10539	79
1054	5
10540	1
10541	5
10542	276
10543	94
10545	1
10546	23
10548	11
10549	18
1055	131
10550	24
10551	7
10552	11
10553	84
10554	2
10555	48
10556	6
10557	28
10558	117
10559	2
1056	17
10560	7
10561	22
10562	7
10563	13
10564	1
10565	38
10567	220
10568	180
10569	97
1057	9
10570	10
10571	16
10572	16
10573	442
10574	5
10575	190
10576	7
10577	30
10578	10
10579	3
1058	5
10580	4
10581	9
10582	5
10583	82
10584	56
10585	18
10586	100
10587	16
10588	110
10589	59
1059	3
10590	10
10592	4
10593	2
10594	1
10595	186
10596	14
10597	6
10598	6
10599	57
106	22
1060	89
10600	12
10601	5
10602	100
10603	11
10604	16
10605	4
10606	42
10607	465
10608	177
10609	24
1061	10
10610	1
10611	8
10612	15
10613	49
10614	2
10615	6
10616	115
10617	14
10618	9
10619	10
1062	152
10620	3
10621	4
10622	9
10623	65
10625	24
10626	11
10627	11
10628	15
10629	100
1063	11
10630	4
10631	15
10632	60
10633	172
10634	9
10635	95
10636	13
10637	632
10638	6
10639	74
1064	11
10640	38
10641	17
10642	20
10643	14
10644	6
10645	16
10646	3
10647	13
10648	9
10649	10
1065	57
10651	18
10652	39
10653	2
10655	228
10656	221
10657	12
10658	32
10659	45
1066	74
10661	3
10662	14
10663	6
10664	41
10665	40
10666	27
10667	8
10668	6
10669	62
1067	55
10670	3
10672	29
10673	13
10674	145
10675	6
10676	3
10677	40
10678	12
10679	85
1068	7
10680	3
10681	83
10682	16
10683	16
10684	10
10685	34
10686	66
10687	8
10688	1
10689	170
1069	179
10690	906
10691	5
10692	8
10693	71
10694	8
10695	31
10696	18
10697	3
10698	7
10699	25
107	42
1070	61
10700	8
10701	3
10702	9
10703	10
10704	21
10705	1
10706	6
10707	45
10708	2
10709	6
1071	37
10710	13
10711	10
10712	6
10713	14
10714	40
10715	1
10716	202
10717	247
10718	26
10719	101
1072	53
10720	7
10721	13
10722	10
10723	13
10724	56
10725	5
10726	5
10727	3
10728	116
10729	25
1073	35
10730	2
10731	144
10732	10
10733	23
10734	2
10735	34
10736	14
10737	19
10738	41
10739	11
1074	38
10740	8
10741	47
10742	49
10743	9
10744	7
10745	5
10746	255
10747	145
10748	119
10749	16
1075	14
10750	33
10751	19
10752	10
10753	155
10754	5
10755	10
10756	7
10757	29
10758	202
10759	20
1076	188
10760	17
